event_id,timestamp,user_id,instrument,direction,lot_size,trade_volume_usd,margin_used_pct,pnl,trade_duration_sec,ip_address,is_anomaly,anomaly_type
TE_006002,2025-02-09 18:38:25,user_0155,AUD/USD,sell,0.6,60000.0,43.8,30.65,22.9,64.18.16.36,0,
TE_016065,2025-02-09 18:38:27,user_0462,USD/CHF,buy,0.19,19000.0,56.2,11.64,69.6,103.21.39.79,1,ip_hub|rapid_kyc_withdrawal|structuring
TE_005485,2025-02-09 18:39:36,user_0475,USD/CHF,buy,0.35,35000.0,44.0,214.94,2.9,81.2.51.42,1,consistent_profit|rapid_kyc_withdrawal
TE_011447,2025-02-09 18:41:27,user_0173,EUR/USD,sell,0.17,17000.0,52.2,-10.47,17.4,85.214.254.202,0,
TE_010221,2025-02-09 18:47:55,user_0069,USD/CHF,sell,0.19,19000.0,25.4,-5.61,105.3,64.18.107.123,0,
TE_020874,2025-02-09 18:50:54,user_0482,NZD/USD,sell,0.19,19000.0,14.3,3.66,160.4,81.2.218.139,1,structuring
TE_015219,2025-02-09 18:52:01,user_0175,GBP/USD,buy,0.11,11000.0,49.6,-5.09,224.6,210.171.13.25,0,
TE_020872,2025-02-09 18:54:50,user_0482,USD/CHF,buy,0.11,11000.0,52.8,-2.11,664.3,81.2.218.139,1,structuring
TE_009129,2025-02-09 18:55:28,user_0296,USD/CAD,buy,0.18,18000.0,60.0,-11.14,291.3,103.21.176.114,0,
TE_003652,2025-02-09 18:55:54,user_0435,AUD/USD,buy,0.04,4000.0,5.1,68.92,48.8,64.18.174.12,1,consistent_profit|large_withdrawal_dormant
TE_026614,2025-02-09 18:59:45,user_0192,NZD/USD,sell,0.34,34000.0,56.1,-17.18,397.7,81.2.156.122,0,
TE_020821,2025-02-09 19:05:05,user_0355,USD/JPY,sell,0.24,24000.0,55.6,18.92,206.7,210.171.219.121,0,
TE_011206,2025-02-09 19:05:13,user_0440,AUD/USD,sell,0.4,40000.0,60.1,4.96,260.9,64.18.35.75,1,brute_force_login|collusion_ring|device_switching
TE_003496,2025-02-09 19:20:33,user_0018,USD/CAD,buy,0.41,41000.0,24.0,16.44,1006.0,72.34.203.49,0,
TE_014011,2025-02-09 19:22:51,user_0444,GBP/USD,buy,0.03,3000.0,20.2,-0.31,301.1,72.34.66.2,1,large_withdrawal_dormant|single_instrument
TE_010959,2025-02-09 19:25:38,user_0122,USD/CHF,buy,0.42,42000.0,57.6,-14.88,430.2,85.214.85.135,0,
TE_005770,2025-02-09 19:27:30,user_0352,USD/JPY,buy,0.07,7000.0,52.6,1.52,5.3,64.18.89.223,0,
TE_006820,2025-02-09 19:29:36,user_0185,GBP/USD,buy,0.17,17000.0,22.1,13.39,61.0,210.171.188.229,0,
TE_023336,2025-02-09 19:31:03,user_0412,USD/JPY,buy,0.2,20000.0,5.2,3.74,15.6,64.18.88.169,0,
TE_018505,2025-02-09 19:32:45,user_0251,USD/CHF,sell,0.54,54000.0,24.3,-1.13,243.3,94.56.142.226,0,
TE_000805,2025-02-09 19:35:55,user_0245,AUD/USD,sell,0.78,78000.0,20.3,12.43,418.6,72.34.90.144,0,
TE_013688,2025-02-09 19:38:42,user_0321,EUR/USD,buy,0.19,19000.0,44.1,-0.95,680.7,210.171.100.204,0,
TE_014712,2025-02-09 19:40:00,user_0499,EUR/GBP,buy,0.11,11000.0,12.6,-0.21,9.3,81.2.191.182,1,bot_behavior
TE_014411,2025-02-09 19:43:51,user_0254,USD/JPY,sell,0.4,40000.0,5.9,12.38,4.6,64.18.132.213,0,
TE_004593,2025-02-09 19:44:47,user_0198,AUD/USD,buy,0.3,30000.0,41.1,-6.66,101.4,103.21.25.116,0,
TE_004535,2025-02-09 19:48:01,user_0081,USD/CAD,buy,0.47,47000.0,63.7,7.04,150.8,81.2.157.233,0,
TE_011816,2025-02-09 19:50:57,user_0404,USD/CAD,sell,0.26,26000.0,55.9,43.08,389.8,210.171.16.44,0,
TE_007844,2025-02-09 19:52:00,user_0167,USD/JPY,buy,0.39,39000.0,8.1,-7.37,158.0,103.21.128.219,0,
TE_011726,2025-02-09 19:53:14,user_0497,GBP/USD,sell,0.6,60000.0,28.0,77.6,2841.9,103.4.249.204,1,consistent_profit|multi_ip_login
TE_010485,2025-02-09 19:54:40,user_0473,USD/JPY,buy,0.41,41000.0,7.4,29.24,90.1,85.214.177.142,1,unusual_time_login
TE_006360,2025-02-09 20:01:03,user_0466,USD/CAD,buy,0.31,31000.0,38.1,27.74,47.6,85.214.183.118,1,rapid_kyc_withdrawal|single_instrument
TE_011855,2025-02-09 20:01:05,user_0214,GBP/USD,sell,0.26,26000.0,36.6,13.2,302.8,103.4.74.216,0,
TE_008050,2025-02-09 20:06:14,user_0375,EUR/USD,buy,0.34,34000.0,17.3,2.91,27.9,103.21.119.214,0,
TE_020820,2025-02-09 20:09:54,user_0355,NZD/USD,sell,0.3,30000.0,32.2,11.12,206.2,210.171.219.121,0,
TE_012060,2025-02-09 20:10:15,user_0055,GBP/USD,buy,0.29,29000.0,13.5,9.18,1250.2,72.34.114.230,0,
TE_002380,2025-02-09 20:14:01,user_0446,USD/JPY,sell,0.09,9000.0,10.0,-6.97,88.6,72.34.8.197,1,single_instrument
TE_024295,2025-02-09 20:18:08,user_0484,AUD/USD,sell,0.29,29000.0,8.8,191.84,87.3,81.2.238.249,1,collusion_ring|consistent_profit|device_switching
TE_014412,2025-02-09 20:24:19,user_0254,EUR/USD,sell,0.35,35000.0,7.8,8.14,137.1,64.18.132.213,0,
TE_011448,2025-02-09 20:29:51,user_0173,USD/CHF,sell,0.11,11000.0,5.2,9.38,262.6,85.214.254.202,0,
TE_023177,2025-02-09 20:32:38,user_0238,EUR/USD,buy,0.87,87000.0,12.8,67.27,2453.1,103.4.24.78,0,
TE_015440,2025-02-09 20:34:31,user_0090,NZD/USD,buy,0.07,7000.0,39.9,-2.05,37.7,64.18.178.129,0,
TE_024293,2025-02-09 20:34:37,user_0484,USD/JPY,sell,0.49,49000.0,53.9,163.23,60.0,81.2.238.249,1,collusion_ring|consistent_profit|device_switching
TE_002533,2025-02-09 20:41:36,user_0129,EUR/USD,buy,0.28,28000.0,34.9,-10.55,92.0,94.56.244.27,0,
TE_026764,2025-02-09 20:45:04,user_0109,USD/CHF,buy,0.27,27000.0,5.8,-8.74,24.6,94.56.111.32,0,
TE_023832,2025-02-09 20:45:39,user_0480,USD/CAD,buy,0.78,78000.0,50.1,43.7,0.9,85.214.139.6,1,latency_arbitrage
TE_023833,2025-02-09 20:52:33,user_0480,AUD/USD,buy,0.64,64000.0,52.2,4.65,0.5,85.214.139.6,1,latency_arbitrage
TE_014329,2025-02-09 20:55:24,user_0381,USD/CHF,sell,0.75,75000.0,43.1,-41.75,95.2,94.56.49.39,0,
TE_025483,2025-02-09 21:01:23,user_0077,AUD/USD,buy,0.14,14000.0,27.6,-7.16,1.3,103.21.77.141,0,
TE_023834,2025-02-09 21:09:55,user_0480,USD/JPY,buy,0.56,56000.0,53.1,24.29,4.6,85.214.139.6,1,latency_arbitrage
TE_025564,2025-02-09 21:13:44,user_0080,USD/CHF,sell,0.26,26000.0,47.4,5.11,13.0,210.171.239.196,0,
TE_015774,2025-02-09 21:19:52,user_0439,USD/CHF,buy,0.24,24000.0,10.4,5.81,66.2,103.4.166.172,1,collusion_ring|structuring
TE_006703,2025-02-09 21:21:57,user_0195,EUR/USD,buy,0.27,27000.0,42.6,2.18,219.8,85.214.69.217,0,
TE_019612,2025-02-09 21:24:43,user_0427,GBP/USD,buy,0.5,50000.0,36.8,7.62,1.5,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
TE_015776,2025-02-09 21:27:07,user_0439,NZD/USD,sell,0.34,34000.0,5.1,3.43,89.9,103.4.166.172,1,collusion_ring|structuring
TE_007843,2025-02-09 21:34:31,user_0167,EUR/USD,buy,0.19,19000.0,12.3,14.25,69.9,103.21.128.219,0,
TE_017382,2025-02-09 21:35:43,user_0483,NZD/USD,buy,0.18,18000.0,46.5,11.76,235.7,210.171.85.206,1,brute_force_login|rapid_kyc_withdrawal
TE_004163,2025-02-09 21:39:44,user_0400,USD/CHF,sell,0.27,27000.0,36.8,-25.87,673.4,210.171.215.180,0,
TE_019087,2025-02-09 21:41:01,user_0068,GBP/USD,buy,0.45,45000.0,17.4,54.76,58.7,103.21.75.6,0,
TE_011208,2025-02-09 21:50:59,user_0440,AUD/USD,sell,0.25,25000.0,61.6,-17.0,203.3,64.18.35.75,1,brute_force_login|collusion_ring|device_switching
TE_013142,2025-02-09 21:52:20,user_0354,USD/CHF,sell,0.04,4000.0,44.2,-1.52,182.5,81.2.149.200,0,
TE_006917,2025-02-10 08:08:52,user_0007,USD/CAD,sell,0.04,4000.0,23.9,1.32,87.6,94.56.103.209,0,
TE_016812,2025-02-10 08:13:29,user_0448,NZD/USD,sell,0.06,6000.0,39.5,18.05,4.1,85.214.46.216,1,latency_arbitrage
TE_020046,2025-02-10 08:14:38,user_0350,NZD/USD,sell,0.83,83000.0,43.2,61.39,439.4,103.21.7.77,0,
TE_012844,2025-02-10 08:17:58,user_0178,NZD/USD,sell,0.48,48000.0,17.6,-14.36,52.8,85.214.173.133,0,
TE_001413,2025-02-10 08:19:30,user_0492,GBP/USD,buy,0.19,19000.0,59.5,0.53,1206.1,210.171.239.36,1,brute_force_login|rapid_kyc_withdrawal
TE_021075,2025-02-10 08:21:46,user_0013,USD/CHF,sell,0.12,12000.0,28.6,-5.03,420.1,210.171.194.50,0,
TE_005712,2025-02-10 08:26:56,user_0396,EUR/USD,buy,0.04,4000.0,34.4,0.93,346.5,81.2.131.106,0,
TE_020169,2025-02-10 08:30:10,user_0105,EUR/GBP,buy,0.13,13000.0,48.2,5.28,277.8,103.4.76.129,0,
TE_010700,2025-02-10 08:31:15,user_0014,NZD/USD,sell,0.26,26000.0,33.9,-6.08,291.0,81.2.127.12,0,
TE_006821,2025-02-10 08:31:50,user_0185,USD/CAD,buy,0.22,22000.0,43.2,-8.39,501.1,210.171.188.229,0,
TE_006916,2025-02-10 08:32:32,user_0007,USD/JPY,sell,0.03,3000.0,29.4,0.8,117.8,94.56.103.209,0,
TE_018823,2025-02-10 08:37:16,user_0187,GBP/USD,sell,0.04,4000.0,16.2,-1.04,627.0,94.56.136.80,0,
TE_022338,2025-02-10 08:37:20,user_0262,EUR/USD,buy,0.25,25000.0,27.8,-3.81,121.8,210.171.61.153,0,
TE_026905,2025-02-10 08:37:29,user_0439,EUR/GBP,buy,0.93,93000.0,16.6,14.71,292.0,103.4.166.172,1,collusion_ring|structuring
TE_026906,2025-02-10 08:37:30,user_0428,EUR/GBP,sell,0.93,93000.0,17.4,-88.24,188.3,85.214.23.189,1,collusion_ring|consistent_profit|structuring
TE_026907,2025-02-10 08:37:31,user_0484,EUR/GBP,sell,0.93,93000.0,12.9,-35.01,57.5,81.2.238.249,1,collusion_ring|consistent_profit|device_switching
TE_011210,2025-02-10 08:37:44,user_0440,EUR/GBP,buy,0.44,44000.0,55.2,18.52,1339.6,64.18.35.75,1,brute_force_login|collusion_ring|device_switching
TE_023035,2025-02-10 08:38:08,user_0455,AUD/USD,sell,0.38,38000.0,59.2,5.1,169.5,103.4.42.95,1,volume_spike
TE_013301,2025-02-10 08:46:05,user_0207,NZD/USD,sell,0.04,4000.0,42.7,0.59,122.9,103.21.173.228,0,
TE_006479,2025-02-10 08:46:06,user_0140,GBP/USD,sell,0.34,34000.0,18.1,-6.89,53.8,210.171.202.217,0,
TE_011676,2025-02-10 08:48:06,user_0119,AUD/USD,buy,0.44,44000.0,42.2,-31.37,196.6,85.214.162.200,0,
TE_002670,2025-02-10 08:48:44,user_0044,AUD/USD,sell,0.1,10000.0,50.4,6.17,3606.5,94.56.177.118,0,
TE_023104,2025-02-10 08:49:18,user_0299,USD/JPY,sell,0.47,47000.0,39.0,-12.81,499.7,64.18.134.161,0,
TE_019229,2025-02-10 08:51:25,user_0498,USD/CHF,sell,0.27,27000.0,39.5,-5.63,39.5,81.2.174.212,1,deposit_withdraw_abuse|device_switching
TE_022638,2025-02-10 08:52:31,user_0356,AUD/USD,sell,0.13,13000.0,19.1,7.38,705.8,103.4.150.172,0,
TE_012244,2025-02-10 08:56:16,user_0009,EUR/USD,buy,0.8,80000.0,41.6,9.02,23.5,72.34.226.17,0,
TE_002603,2025-02-10 09:00:28,user_0182,USD/JPY,sell,0.06,6000.0,52.9,-1.18,567.1,94.56.184.23,0,
TE_020170,2025-02-10 09:04:31,user_0105,EUR/GBP,sell,0.22,22000.0,27.5,-10.58,58.9,103.4.76.129,0,
TE_005711,2025-02-10 09:06:31,user_0396,AUD/USD,sell,0.06,6000.0,25.8,1.31,16.8,81.2.131.106,0,
TE_009550,2025-02-10 09:13:22,user_0179,USD/CAD,sell,0.49,49000.0,59.4,17.06,233.5,210.171.234.204,0,
TE_010902,2025-02-10 09:15:20,user_0023,USD/JPY,sell,0.32,32000.0,55.1,2.58,1835.3,94.56.111.205,0,
TE_022607,2025-02-10 09:17:14,user_0289,USD/CHF,buy,0.29,29000.0,16.2,-17.09,74.3,85.214.78.150,0,
TE_005895,2025-02-10 09:19:38,user_0418,EUR/GBP,buy,0.81,81000.0,41.4,-62.25,105.0,103.21.194.145,0,
TE_022068,2025-02-10 09:24:09,user_0302,AUD/USD,buy,0.09,9000.0,51.7,-7.44,250.9,210.171.131.184,0,
TE_022696,2025-02-10 09:24:20,user_0441,EUR/USD,sell,0.14,14000.0,20.7,-0.51,710.6,103.4.251.156,1,device_switching|single_instrument
TE_014152,2025-02-10 09:25:14,user_0336,USD/JPY,buy,0.22,22000.0,21.1,-7.66,43.4,103.21.31.147,0,
TE_005650,2025-02-10 09:25:22,user_0269,USD/CAD,buy,0.03,3000.0,57.5,-1.68,120.2,94.56.119.42,0,
TE_013691,2025-02-10 09:26:20,user_0321,NZD/USD,buy,0.2,20000.0,35.8,7.79,129.4,210.171.100.204,0,
TE_022754,2025-02-10 09:26:29,user_0042,USD/CAD,buy,0.01,1000.0,22.8,0.73,448.6,85.214.82.43,0,
TE_022339,2025-02-10 09:29:16,user_0262,GBP/USD,sell,0.27,27000.0,49.2,16.81,513.3,210.171.61.153,0,
TE_006005,2025-02-10 09:36:26,user_0155,AUD/USD,buy,0.52,52000.0,52.1,25.02,193.0,64.18.16.36,0,
TE_013853,2025-02-10 09:38:10,user_0065,USD/JPY,sell,0.35,35000.0,38.3,-8.99,578.2,210.171.45.150,0,
TE_009587,2025-02-10 09:39:28,user_0094,AUD/USD,buy,0.79,79000.0,17.6,20.35,196.2,85.214.226.24,0,
TE_013632,2025-02-10 09:47:31,user_0227,EUR/USD,sell,0.82,82000.0,17.3,-51.06,32.0,85.214.105.44,0,
TE_005651,2025-02-10 09:54:33,user_0269,USD/CAD,sell,0.02,2000.0,32.7,-0.78,1133.3,94.56.119.42,0,
TE_014285,2025-02-10 09:56:07,user_0368,USD/CHF,sell,0.44,44000.0,12.8,-36.15,12.2,94.56.229.178,0,
TE_022639,2025-02-10 09:57:35,user_0356,NZD/USD,sell,0.42,42000.0,49.6,30.96,7.3,103.4.150.172,0,
TE_003299,2025-02-10 10:00:59,user_0403,GBP/USD,buy,0.44,44000.0,24.2,18.3,559.0,64.18.198.37,0,
TE_004165,2025-02-10 10:05:55,user_0400,USD/JPY,buy,0.2,20000.0,29.5,6.68,149.5,210.171.215.180,0,
TE_021232,2025-02-10 10:10:45,user_0240,EUR/USD,sell,0.13,13000.0,48.4,-9.9,53.8,85.214.247.105,0,
TE_004427,2025-02-10 10:11:56,user_0293,EUR/GBP,sell,0.02,2000.0,11.1,-1.04,62.8,103.4.160.161,0,
TE_005387,2025-02-10 10:17:09,user_0343,AUD/USD,sell,0.69,69000.0,18.3,-37.09,113.9,103.4.224.88,0,
TE_005963,2025-02-10 10:17:41,user_0120,USD/CAD,sell,0.64,64000.0,54.2,-33.48,18.6,94.56.169.28,0,
TE_016555,2025-02-10 10:20:08,user_0230,EUR/GBP,sell,0.07,7000.0,11.0,0.63,794.1,103.21.65.162,0,
TE_018678,2025-02-10 10:20:41,user_0221,USD/CAD,sell,0.59,59000.0,54.7,1.75,29.6,72.34.114.40,0,
TE_023103,2025-02-10 10:22:02,user_0299,EUR/USD,sell,0.38,38000.0,29.1,13.48,772.9,64.18.134.161,0,
TE_014562,2025-02-10 10:25:49,user_0235,GBP/USD,buy,0.25,25000.0,37.7,25.04,65.8,64.18.118.130,0,
TE_012951,2025-02-10 10:34:35,user_0402,USD/CHF,buy,0.83,83000.0,53.3,-85.62,86.6,72.34.38.151,0,
TE_018822,2025-02-10 10:40:46,user_0187,GBP/USD,sell,0.07,7000.0,35.8,3.95,165.9,94.56.136.80,0,
TE_017578,2025-02-10 10:44:57,user_0271,GBP/USD,buy,0.57,57000.0,36.7,8.24,30.6,103.4.244.142,0,
TE_012689,2025-02-10 10:50:36,user_0091,NZD/USD,sell,0.06,6000.0,7.6,-2.08,44.4,94.56.57.227,0,
TE_015442,2025-02-10 10:57:51,user_0090,EUR/USD,buy,0.05,5000.0,62.6,2.72,174.3,64.18.24.191,0,
TE_009051,2025-02-10 10:58:09,user_0019,USD/JPY,buy,0.35,35000.0,64.4,13.8,117.7,85.214.175.121,0,
TE_014565,2025-02-10 10:59:47,user_0235,EUR/GBP,sell,0.19,19000.0,15.5,7.58,228.6,64.18.118.130,0,
TE_014629,2025-02-10 11:00:26,user_0191,USD/CAD,sell,0.4,40000.0,64.6,31.75,181.2,64.18.242.238,0,
TE_006919,2025-02-10 11:00:55,user_0007,AUD/USD,buy,0.05,5000.0,26.9,-2.72,97.3,94.56.103.209,0,
TE_013689,2025-02-10 11:01:02,user_0321,USD/JPY,sell,0.39,39000.0,57.9,-5.08,89.7,210.171.100.204,0,
TE_007654,2025-02-10 11:07:44,user_0012,USD/CAD,buy,0.24,24000.0,44.1,1.83,146.5,72.34.107.195,0,
TE_022605,2025-02-10 11:09:19,user_0289,USD/CAD,buy,0.13,13000.0,63.1,-4.39,5.5,85.214.78.150,0,
TE_019626,2025-02-10 11:14:48,user_0427,EUR/USD,buy,0.57,57000.0,47.2,30.64,3.0,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
TE_007205,2025-02-10 11:15:38,user_0258,USD/CAD,sell,0.03,3000.0,43.6,0.64,38.9,103.21.124.44,0,
TE_013961,2025-02-10 11:17:13,user_0092,USD/JPY,buy,0.14,14000.0,64.0,7.28,404.2,72.34.120.81,0,
TE_020249,2025-02-10 11:17:44,user_0457,USD/CAD,sell,0.02,2000.0,36.2,0.37,255.3,103.4.82.233,1,single_instrument
TE_020171,2025-02-10 11:19:10,user_0105,EUR/GBP,sell,0.09,9000.0,57.5,-1.3,1650.2,103.4.76.129,0,
TE_019638,2025-02-10 11:22:47,user_0427,USD/CHF,sell,0.34,34000.0,40.9,46.05,3.5,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
TE_015919,2025-02-10 11:26:21,user_0312,EUR/USD,sell,0.17,17000.0,38.3,-1.71,1228.8,103.4.219.119,0,
TE_023244,2025-02-10 11:30:20,user_0001,AUD/USD,sell,0.22,22000.0,53.3,-9.65,77.2,72.34.167.112,0,
TE_013690,2025-02-10 11:31:52,user_0321,USD/JPY,buy,0.32,32000.0,44.4,-22.56,984.4,210.171.100.204,0,
TE_021711,2025-02-10 11:34:23,user_0329,NZD/USD,sell,0.34,34000.0,64.0,24.9,33.2,94.56.230.76,0,
TE_020875,2025-02-10 11:37:41,user_0482,USD/CHF,sell,0.15,15000.0,10.9,2.42,23.8,81.2.218.139,1,structuring
TE_013303,2025-02-10 11:38:33,user_0207,NZD/USD,sell,0.13,13000.0,34.3,-13.15,1276.8,103.21.173.228,0,
TE_011621,2025-02-10 11:44:19,user_0041,EUR/GBP,buy,0.2,20000.0,60.7,6.26,709.0,103.4.210.70,0,
TE_014563,2025-02-10 11:47:01,user_0235,EUR/GBP,sell,0.16,16000.0,60.5,8.9,40.4,64.18.118.130,0,
TE_017575,2025-02-10 11:50:31,user_0271,EUR/GBP,sell,0.55,55000.0,54.9,13.65,67.2,103.4.244.142,0,
TE_019627,2025-02-10 11:55:43,user_0427,USD/CAD,sell,0.63,63000.0,56.3,35.79,2.8,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
TE_006823,2025-02-10 11:57:45,user_0185,USD/CAD,buy,0.08,8000.0,61.8,-0.08,14828.1,210.171.188.229,0,
TE_022753,2025-02-10 12:00:52,user_0042,EUR/GBP,buy,0.01,1000.0,12.6,-0.63,26.2,85.214.8.43,0,
TE_017160,2025-02-10 12:00:55,user_0413,USD/CAD,buy,0.27,27000.0,37.7,-1.57,9.9,103.4.49.5,0,
TE_022567,2025-02-10 12:01:14,user_0366,USD/CAD,sell,0.19,19000.0,53.0,4.18,108.2,94.56.13.13,0,
TE_016412,2025-02-10 12:05:19,user_0464,EUR/USD,sell,0.34,34000.0,57.1,-15.65,15.4,103.4.101.117,1,structuring
TE_013105,2025-02-10 12:05:24,user_0039,USD/CHF,buy,0.38,38000.0,26.3,2.95,292.7,103.4.111.169,0,
TE_021574,2025-02-10 12:05:45,user_0496,USD/CAD,sell,0.31,31000.0,33.6,11.4,100.7,103.21.39.79,1,ip_hub|large_withdrawal_dormant|rapid_kyc_withdrawal
TE_015920,2025-02-10 12:06:28,user_0312,GBP/USD,sell,0.56,56000.0,15.0,-16.96,34.6,103.4.219.119,0,
TE_026232,2025-02-10 12:07:29,user_0164,USD/CHF,buy,0.4,40000.0,22.3,-12.46,219.4,64.18.141.136,0,
TE_015220,2025-02-10 12:07:59,user_0175,USD/CAD,sell,0.11,11000.0,24.3,-3.91,168.5,210.171.13.25,0,
TE_001553,2025-02-10 12:10:49,user_0100,EUR/GBP,buy,0.13,13000.0,21.9,0.13,587.7,72.34.72.79,0,
TE_013104,2025-02-10 12:13:05,user_0039,EUR/GBP,sell,0.42,42000.0,32.1,-9.72,15.9,103.4.111.169,0,
TE_026136,2025-02-10 12:14:48,user_0225,USD/JPY,sell,0.43,43000.0,13.3,-6.93,88.2,103.21.18.157,0,
TE_014286,2025-02-10 12:15:49,user_0368,USD/CAD,buy,0.22,22000.0,61.3,-23.01,312.1,94.56.229.178,0,
TE_019228,2025-02-10 12:18:34,user_0498,USD/CHF,sell,0.43,43000.0,40.1,-9.04,199.1,81.2.174.212,1,deposit_withdraw_abuse|device_switching
TE_022069,2025-02-10 12:19:55,user_0302,USD/JPY,sell,0.08,8000.0,17.4,-0.02,1353.5,210.171.131.184,0,
TE_010489,2025-02-10 12:20:00,user_0473,GBP/USD,sell,0.13,13000.0,40.1,3.24,925.4,85.214.112.66,1,unusual_time_login
TE_026134,2025-02-10 12:23:35,user_0225,USD/CAD,sell,0.69,69000.0,13.9,-42.52,160.1,103.21.18.157,0,
TE_002606,2025-02-10 12:27:05,user_0182,USD/JPY,buy,0.06,6000.0,32.6,-3.02,49.0,94.56.184.23,0,
TE_004166,2025-02-10 12:27:43,user_0400,GBP/USD,sell,0.18,18000.0,18.4,-5.56,1168.7,210.171.215.180,0,
TE_001628,2025-02-10 12:28:53,user_0328,EUR/USD,sell,0.32,32000.0,25.2,-8.21,69.4,85.214.134.89,0,
TE_022341,2025-02-10 12:33:00,user_0262,USD/JPY,sell,0.32,32000.0,61.8,29.96,136.7,210.171.61.153,0,
TE_022640,2025-02-10 12:33:43,user_0356,EUR/GBP,buy,0.27,27000.0,28.2,2.77,227.2,103.4.150.172,0,
TE_011677,2025-02-10 12:34:07,user_0119,NZD/USD,buy,0.27,27000.0,34.3,8.97,83.6,85.214.162.200,0,
TE_018988,2025-02-10 12:35:08,user_0033,EUR/USD,sell,0.02,2000.0,55.4,-0.3,116.2,103.21.144.141,0,
TE_015181,2025-02-10 12:35:12,user_0146,USD/CHF,buy,0.24,24000.0,15.1,-4.55,43.6,72.34.28.14,0,
TE_022608,2025-02-10 12:38:33,user_0289,USD/CAD,buy,0.19,19000.0,37.2,0.17,44.1,85.214.78.150,0,
TE_006115,2025-02-10 12:40:07,user_0142,NZD/USD,buy,0.13,13000.0,19.9,6.6,416.8,103.4.58.64,0,
TE_026133,2025-02-10 12:42:02,user_0225,USD/JPY,sell,0.67,67000.0,51.8,-36.22,167.3,103.21.18.157,0,
TE_005489,2025-02-10 12:42:58,user_0475,USD/CAD,sell,0.68,68000.0,46.5,23.77,7703.0,81.2.51.42,1,consistent_profit|rapid_kyc_withdrawal
TE_013854,2025-02-10 12:50:05,user_0065,NZD/USD,buy,0.22,22000.0,41.5,12.8,53.0,210.171.45.150,0,
TE_020172,2025-02-10 12:51:39,user_0105,NZD/USD,buy,0.2,20000.0,14.5,4.5,94.1,103.4.76.129,0,
TE_022695,2025-02-10 12:51:55,user_0441,EUR/USD,sell,0.14,14000.0,22.2,0.51,1533.5,103.4.251.156,1,device_switching|single_instrument
TE_023243,2025-02-10 12:53:17,user_0001,USD/JPY,buy,0.56,56000.0,56.7,-7.08,1371.5,72.34.167.112,0,
TE_011211,2025-02-10 12:55:29,user_0440,USD/CHF,buy,0.47,47000.0,25.8,66.65,1385.7,64.18.35.75,1,brute_force_login|collusion_ring|device_switching
TE_013631,2025-02-10 12:55:31,user_0227,USD/CHF,buy,0.5,50000.0,54.6,-3.39,179.0,85.214.105.44,0,
TE_016411,2025-02-10 12:56:34,user_0464,AUD/USD,sell,0.46,46000.0,38.5,-22.23,15.8,103.4.127.87,1,structuring
TE_000880,2025-02-10 12:58:43,user_0131,USD/JPY,buy,0.69,69000.0,61.2,59.55,144.3,81.2.49.210,0,
TE_004426,2025-02-10 12:58:59,user_0293,EUR/GBP,buy,0.05,5000.0,58.8,1.57,118.5,103.4.109.182,0,
TE_000881,2025-02-10 13:04:11,user_0131,AUD/USD,buy,0.68,68000.0,52.8,-10.21,94.4,81.2.49.210,0,
TE_022694,2025-02-10 13:06:11,user_0441,EUR/USD,buy,0.31,31000.0,17.6,19.95,1988.5,103.4.251.156,1,device_switching|single_instrument
TE_012245,2025-02-10 13:09:54,user_0009,EUR/USD,buy,0.22,22000.0,10.9,6.02,10.6,72.34.226.17,0,
TE_024584,2025-02-10 13:10:32,user_0028,EUR/USD,sell,0.61,61000.0,64.6,47.48,929.3,85.214.71.199,0,
TE_015182,2025-02-10 13:12:25,user_0146,EUR/USD,sell,0.2,20000.0,10.8,11.96,97.4,72.34.28.14,0,
TE_014284,2025-02-10 13:16:28,user_0368,NZD/USD,sell,0.14,14000.0,34.1,3.88,602.4,94.56.229.178,0,
TE_019634,2025-02-10 13:21:59,user_0427,GBP/USD,sell,0.45,45000.0,40.7,23.82,4.9,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
TE_014853,2025-02-10 13:22:08,user_0270,NZD/USD,sell,0.69,69000.0,54.2,-2.25,33.2,210.171.107.213,0,
TE_007207,2025-02-10 13:22:32,user_0258,GBP/USD,sell,0.02,2000.0,40.3,-1.8,51.9,103.21.124.44,0,
TE_017157,2025-02-10 13:28:26,user_0413,USD/CAD,buy,0.14,14000.0,50.2,-0.7,133.0,103.4.49.5,0,
TE_022569,2025-02-10 13:32:04,user_0366,USD/CAD,sell,0.43,43000.0,19.6,-5.7,123.7,94.56.13.13,0,
TE_019625,2025-02-10 13:33:53,user_0427,USD/JPY,buy,0.52,52000.0,26.5,46.09,1.8,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
TE_007949,2025-02-10 13:35:18,user_0486,NZD/USD,sell,0.57,57000.0,14.7,-16.76,361.0,103.21.161.74,1,structuring
TE_019633,2025-02-10 13:36:47,user_0427,GBP/USD,buy,0.24,24000.0,44.2,19.27,1.2,64.18.120.224,1,latency_arbitrage|rapid_kyc_withdrawal
